PLAYER_NAME,PLAYER_ID,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,FGA,FG_PCT,FTA,PLUS_MINUS,WL
Leonard Miller,1631159,2025-11-09,MIN @ SAC,5,2,1,1,0,0,0,0,2,0.5,0,2,W
Maxime Raynaud,1642875,2025-11-09,SAC vs. MIN,5,5,0,0,0,0,0,0,2,1.0,2,-2,L
Ronald Holland II,1641842,2025-11-09,DET @ PHI,33,9,4,1,2,0,1,2,15,0.2,2,8,W
Jalen Brunson,1628973,2025-11-09,NYK vs. BKN,29,19,0,7,0,0,4,3,14,0.429,4,36,W
Bobby Portis,1626171,2025-11-09,MIL vs. HOU,24,11,1,4,3,0,1,1,4,1.0,4,9,L
E.J. Liddell,1630604,2025-11-09,BKN @ NYK,8,4,1,0,0,0,0,1,2,0.5,2,1,L
Bones Hyland,1630538,2025-11-09,MIN @ SAC,6,4,1,0,1,0,0,0,3,0.667,0,1,W
Brooks Barnhizer,1642964,2025-11-09,OKC @ MEM,7,0,4,1,0,1,0,0,1,0.0,0,10,W
Mike Conley,201144,2025-11-09,MIN @ SAC,18,6,3,3,1,0,0,2,3,0.667,0,17,W
Franz Wagner,1630532,2025-11-09,ORL vs. BOS,37,20,9,3,2,0,2,1,17,0.294,10,4,L
Ajay Mitchell,1642349,2025-11-09,OKC @ MEM,32,21,6,4,3,0,0,2,15,0.533,4,9,W
Derrick White,1628401,2025-11-09,BOS @ ORL,36,21,3,4,3,0,2,3,18,0.389,6,-4,W
Isaiah Jackson,1630543,2025-11-09,IND @ GSW,21,12,6,1,0,1,2,0,9,0.667,0,-13,L
Hunter Tyson,1641816,2025-11-08,DEN vs. IND,3,0,3,0,0,0,0,0,2,0.0,0,-3,W
Jeremiah Fears,1642847,2025-11-08,NOP @ SAS,31,18,3,3,2,0,2,0,17,0.471,3,-1,L
Julian Strawther,1631124,2025-11-08,DEN vs. IND,22,12,6,2,0,0,0,0,10,0.5,3,20,W
Asa Newell,1642854,2025-11-08,ATL vs. LAL,27,17,5,0,4,1,1,2,12,0.583,1,5,W
Mouhamed Gueye,1631243,2025-11-08,ATL vs. LAL,34,21,7,7,2,1,2,4,12,0.667,1,12,W
Sam Merrill,1630241,2025-11-08,CLE vs. CHI,28,8,2,8,0,0,1,2,8,0.375,0,6,W
Isaac Okoro,1630171,2025-11-08,CHI @ CLE,33,19,4,3,0,0,1,3,7,0.714,6,-9,L
Karlo Matković,1631255,2025-11-08,NOP @ SAS,9,4,5,0,0,0,1,0,3,0.667,0,-7,L
Justin Champagnie,1630551,2025-11-08,WAS vs. DAL,12,0,5,0,1,0,0,0,0,,0,11,L
Monte Morris,1628420,2025-11-08,IND @ DEN,15,3,2,0,1,0,0,0,5,0.2,2,-1,L
Carter Bryant,1642868,2025-11-08,SAS vs. NOP,6,0,1,0,0,0,0,0,1,0.0,0,-8,W
Jerami Grant,203924,2025-11-08,POR @ MIA,22,18,3,4,1,0,4,1,9,0.556,8,-19,L
Ochai Agbaji,1630534,2025-11-08,TOR @ PHI,15,0,2,0,0,0,0,0,1,0.0,0,-3,L
De'Andre Hunter,1629631,2025-11-08,CLE vs. CHI,30,29,4,2,0,1,3,4,16,0.625,7,23,W
Justin Edwards,1642348,2025-11-08,PHI vs. TOR,7,3,2,1,0,1,1,1,2,0.5,0,-13,W
Immanuel Quickley,1630193,2025-11-08,TOR @ PHI,36,22,6,6,0,0,1,5,16,0.5,2,-8,L
Alex Sarr,1642259,2025-11-08,WAS vs. DAL,31,17,6,5,2,3,2,0,16,0.375,6,1,L
Sandro Mamukelashvili,1630572,2025-11-08,TOR @ PHI,17,10,3,2,2,1,1,1,5,0.6,3,-3,L
Jaylon Tyson,1642281,2025-11-08,CLE vs. CHI,31,17,7,3,2,2,0,3,10,0.6,2,6,W
De'Aaron Fox,1628368,2025-11-08,SAS vs. NOP,31,24,3,3,1,0,2,2,14,0.643,5,9,W
Patrick Williams,1630172,2025-11-08,CHI @ CLE,23,11,1,2,0,0,0,3,5,0.6,2,10,L
Julian Phillips,1641763,2025-11-08,CHI @ CLE,4,0,3,0,0,1,0,0,1,0.0,0,4,L
N'Faly Dante,1642368,2025-11-08,ATL vs. LAL,2,0,0,0,0,0,0,0,0,,0,2,W
Brandon Ingram,1627742,2025-11-08,TOR @ PHI,37,21,8,5,0,0,1,0,17,0.412,7,-11,L
Andre Drummond,203083,2025-11-08,PHI vs. TOR,16,4,8,1,0,1,1,0,5,0.2,2,8,W
Ryan Dunn,1642346,2025-11-08,PHX @ LAC,20,6,4,1,1,0,0,0,5,0.6,0,10,W
Evan Mobley,1630596,2025-11-08,CLE vs. CHI,34,24,8,5,0,1,1,1,14,0.643,7,17,W
Victor Wembanyama,1641705,2025-11-08,SAS vs. NOP,32,18,18,3,1,3,5,2,19,0.421,0,5,W
Peyton Watson,1631212,2025-11-08,DEN vs. IND,27,16,7,1,3,0,1,1,13,0.538,1,1,W
Joel Embiid,203954,2025-11-08,PHI vs. TOR,26,29,6,4,0,1,2,1,16,0.625,9,15,W
Nick Richards,1630208,2025-11-08,PHX @ LAC,15,4,5,0,0,2,1,0,3,0.667,0,-8,W
John Collins,1628381,2025-11-08,LAC vs. PHX,28,19,4,2,1,0,0,2,12,0.667,1,1,L
Nick Smith Jr.,1641733,2025-11-08,LAL @ ATL,23,3,1,2,1,0,2,1,8,0.125,0,8,L
Brook Lopez,201572,2025-11-08,LAC vs. PHX,13,8,0,0,0,2,0,0,5,0.8,0,-1,L
Jordan Hawkins,1641722,2025-11-08,NOP @ SAS,18,5,0,0,0,0,1,1,6,0.333,0,-22,L
Jordan Goodwin,1630692,2025-11-08,PHX @ LAC,14,7,1,2,1,0,0,2,5,0.4,2,7,W
Rui Hachimura,1629060,2025-11-08,LAL @ ATL,23,8,2,0,0,0,1,2,9,0.333,0,-28,L
Vít Krejčí,1630249,2025-11-08,ATL vs. LAL,24,17,3,1,0,1,1,2,13,0.462,4,2,W
Cam Christie,1642353,2025-11-08,LAC vs. PHX,18,8,3,0,0,1,0,1,5,0.6,2,-2,L
Nicolas Batum,201587,2025-11-08,LAC vs. PHX,25,9,3,0,1,2,2,3,7,0.429,0,-12,L
Derik Queen,1642852,2025-11-08,NOP @ SAS,25,13,5,8,0,2,4,1,14,0.357,2,0,L
Pelle Larsson,1641796,2025-11-08,MIA vs. POR,27,16,1,5,0,0,1,1,10,0.7,1,-10,W
Robert Williams III,1629057,2025-11-08,POR @ MIA,7,0,3,1,0,1,0,0,0,,0,3,L
Nikola Jokić,203999,2025-11-08,DEN vs. IND,32,32,14,14,1,0,8,1,14,0.714,12,9,W
Donovan Mitchell,1628378,2025-11-08,CLE vs. CHI,35,29,6,6,1,0,2,5,24,0.417,4,14,W
Derrick Jones Jr.,1627884,2025-11-08,LAC vs. PHX,27,7,0,1,0,0,0,0,7,0.286,5,-10,L
Royce O'Neale,1626220,2025-11-08,PHX @ LAC,29,12,7,5,2,0,1,4,8,0.5,0,-3,W
Jonas Valančiūnas,202685,2025-11-08,DEN vs. IND,14,6,5,3,0,1,1,0,6,0.5,0,13,W
Bradley Beal,203078,2025-11-08,LAC vs. PHX,20,12,0,3,1,0,1,2,9,0.444,2,4,L
Nikola Jović,1631107,2025-11-08,MIA vs. POR,31,29,9,6,2,1,6,3,16,0.625,8,20,W
Jose Alvarado,1630631,2025-11-08,NOP @ SAS,17,8,2,5,0,0,0,2,3,0.667,2,-6,L
VJ Edgecombe,1642845,2025-11-08,PHI vs. TOR,36,11,7,4,3,0,2,0,15,0.333,2,7,W
Zaccharie Risacher,1642258,2025-11-08,ATL vs. LAL,27,19,1,4,2,0,1,3,14,0.5,2,18,W
Norman Powell,1626181,2025-11-08,MIA vs. POR,30,22,2,3,2,0,1,1,16,0.438,8,11,W
Jeremiah Robinson-Earl,1630526,2025-11-08,IND @ DEN,19,7,5,1,1,0,1,1,8,0.375,0,-22,L
Tyrese Maxey,1630178,2025-11-08,PHI vs. TOR,43,31,4,7,1,2,1,3,24,0.5,5,21,W
Herbert Jones,1630529,2025-11-08,NOP @ SAS,38,15,3,4,3,0,1,3,11,0.545,0,17,L
Julian Champagnie,1630577,2025-11-08,SAS vs. NOP,26,14,1,2,0,0,1,2,7,0.571,5,5,W
Moussa Cisse,1630619,2025-11-08,DAL @ WAS,19,5,9,1,0,3,2,0,3,0.667,4,2,W
Jeremy Sochan,1631110,2025-11-08,SAS vs. NOP,20,8,3,4,1,2,1,0,5,0.8,0,-7,W
Bruce Brown,1628971,2025-11-08,DEN vs. IND,24,6,7,0,1,0,1,0,7,0.429,0,23,W
Tyrese Proctor,1642878,2025-11-08,CLE vs. CHI,13,6,2,1,0,0,0,2,5,0.4,0,-16,W
Saddiq Bey,1630180,2025-11-08,NOP @ SAS,30,10,2,4,1,0,0,2,11,0.364,0,9,L
Harrison Barnes,203084,2025-11-08,SAS vs. NOP,28,15,2,0,0,0,1,3,8,0.75,0,-5,W
Jrue Holiday,201950,2025-11-08,POR @ MIA,35,18,9,13,4,0,3,3,19,0.316,4,-6,L
Dean Wade,1629731,2025-11-08,CLE vs. CHI,19,2,3,0,2,1,0,0,5,0.2,0,-4,W
Ayo Dosunmu,1630245,2025-11-08,CHI @ CLE,23,14,3,1,0,0,1,1,11,0.455,3,11,L
CJ McCollum,203468,2025-11-08,WAS vs. DAL,33,25,6,2,2,2,3,2,19,0.474,6,-11,L
Isaiah Jackson,1630543,2025-11-08,IND @ DEN,19,4,6,1,3,0,0,0,5,0.2,4,-5,L
Cameron Johnson,1629661,2025-11-08,DEN vs. IND,27,12,2,4,2,0,0,0,11,0.455,2,1,W
Deandre Ayton,1629028,2025-11-08,LAL @ ATL,20,11,5,0,0,0,3,0,5,1.0,1,-15,L
Ryan Nembhard,1642948,2025-11-08,DAL @ WAS,8,0,0,2,0,0,1,0,1,0.0,0,-7,W
Naji Marshall,1630230,2025-11-08,DAL @ WAS,31,30,8,2,3,0,0,3,14,0.643,11,6,W
Grayson Allen,1628960,2025-11-08,PHX @ LAC,31,14,0,3,1,0,2,4,12,0.417,0,13,W
Deni Avdija,1630166,2025-11-08,POR @ MIA,37,33,11,8,0,1,3,3,21,0.571,7,24,L
Cam Whitmore,1641715,2025-11-08,WAS vs. DAL,29,19,3,0,0,0,0,3,13,0.538,2,-9,L
Josh Giddey,1630581,2025-11-08,CHI @ CLE,33,15,9,6,2,1,2,0,18,0.278,5,-12,L
Gradey Dick,1641711,2025-11-08,TOR @ PHI,12,3,1,0,1,0,1,1,6,0.167,0,5,L
Devin Booker,1626164,2025-11-08,PHX @ LAC,38,21,10,9,0,0,5,0,19,0.421,5,7,W
Donovan Clingan,1642270,2025-11-08,POR @ MIA,21,13,7,0,2,2,0,1,9,0.667,0,5,L
Nikola Vučević,202696,2025-11-08,CHI @ CLE,29,9,5,4,2,0,2,0,11,0.364,2,-23,L
Onyeka Okongwu,1630168,2025-11-08,ATL vs. LAL,32,12,8,4,3,2,2,0,14,0.429,0,22,W
Kevin Huerter,1628989,2025-11-08,CHI @ CLE,29,15,3,3,3,1,1,2,10,0.6,2,2,L
Daniel Gafford,1629655,2025-11-08,DAL @ WAS,19,8,5,0,0,2,2,0,5,0.8,0,-2,W
Jacob Toppin,1631210,2025-11-08,ATL vs. LAL,3,4,1,0,0,0,0,0,2,1.0,0,1,W
Jamal Shead,1642347,2025-11-08,TOR @ PHI,24,9,3,5,1,0,2,3,7,0.429,0,-9,L
Pascal Siakam,1627783,2025-11-08,IND @ DEN,33,14,6,5,0,0,2,0,16,0.313,6,-16,L
Toumani Camara,1641739,2025-11-08,POR @ MIA,39,13,7,1,0,0,3,3,17,0.294,0,-12,L
Simone Fontecchio,1631323,2025-11-08,MIA vs. POR,18,7,1,0,0,0,0,2,4,0.5,1,-6,W
Jabari Walker,1631133,2025-11-08,PHI vs. TOR,5,0,2,1,0,0,0,0,1,0.0,0,6,W
Jarred Vanderbilt,1629020,2025-11-08,LAL @ ATL,28,12,18,2,1,1,2,1,9,0.444,3,2,L
Aaron Nesmith,1630174,2025-11-08,IND @ DEN,26,25,1,0,4,0,1,3,10,0.7,8,1,L
RayJ Dennis,1642484,2025-11-08,IND @ DEN,5,0,2,1,0,0,0,0,3,0.0,0,4,L
Bronny James,1642355,2025-11-08,LAL @ ATL,18,9,2,2,1,0,1,1,6,0.667,0,4,L
Dwight Powell,203939,2025-11-08,DAL @ WAS,6,2,1,1,2,0,0,0,2,0.5,0,-1,W
Dillon Brooks,1628415,2025-11-08,PHX @ LAC,28,16,2,3,2,0,1,2,6,0.667,7,2,W
Corey Kispert,1630557,2025-11-08,WAS vs. DAL,24,4,1,2,0,1,0,1,3,0.333,2,-4,L
Devin Vassell,1630170,2025-11-08,SAS vs. NOP,33,16,2,0,0,1,0,4,13,0.462,0,22,W
Ben Sheppard,1641767,2025-11-08,IND @ DEN,23,5,2,0,0,0,1,1,8,0.25,0,-24,L
Marcus Smart,203935,2025-11-08,LAL @ ATL,21,5,0,2,2,0,2,0,4,0.5,1,-23,L
Collin Gillespie,1631221,2025-11-08,PHX @ LAC,27,13,6,4,0,0,0,4,13,0.308,2,1,W
Christian Braun,1631128,2025-11-08,DEN vs. IND,27,8,5,2,1,0,2,0,8,0.375,3,-1,W
Bub Carrington,1642267,2025-11-08,WAS vs. DAL,28,9,3,2,0,0,5,2,7,0.286,3,-14,L
Brandon Williams,1630314,2025-11-08,DAL @ WAS,26,14,2,6,4,0,1,1,16,0.375,2,24,W
Andrew Wiggins,203952,2025-11-08,MIA vs. POR,33,15,3,1,2,1,1,2,14,0.357,4,-4,W
Malaki Branham,1631103,2025-11-08,WAS vs. DAL,10,2,4,2,0,0,1,0,2,0.5,0,0,L
RJ Barrett,1629628,2025-11-08,TOR @ PHI,34,22,3,6,0,0,1,2,12,0.583,7,-14,L
Jaden Hardy,1630702,2025-11-08,DAL @ WAS,14,8,1,0,0,0,1,1,5,0.6,2,5,W
Luka Dončić,1629029,2025-11-08,LAL @ ATL,27,22,5,11,1,0,5,4,17,0.412,6,-21,L
Lonzo Ball,1628366,2025-11-08,CLE vs. CHI,22,2,4,4,0,0,0,0,4,0.25,0,-8,W
James Harden,201935,2025-11-08,LAC vs. PHX,41,13,0,13,0,0,3,2,15,0.267,4,-18,L
D'Angelo Russell,1626156,2025-11-08,DAL @ WAS,17,6,2,1,0,0,0,0,10,0.3,2,-18,W
Jamir Watkins,1642364,2025-11-08,WAS vs. DAL,1,0,0,0,0,0,0,0,0,,0,3,L
Caleb Houstan,1631216,2025-11-08,ATL vs. LAL,19,8,2,1,0,1,1,1,3,0.667,3,2,W
Tim Hardaway Jr.,203501,2025-11-08,DEN vs. IND,24,17,3,4,0,0,1,5,13,0.462,0,24,W
Stephon Castle,1642264,2025-11-08,SAS vs. NOP,35,16,4,13,1,0,2,0,14,0.429,4,-4,W
Jaime Jaquez Jr.,1631170,2025-11-08,MIA vs. POR,29,14,12,7,1,0,1,0,15,0.4,3,8,W
Jamison Battle,1642419,2025-11-08,TOR @ PHI,0,0,0,0,0,0,0,0,0,,0,3,L
Cody Martin,1628998,2025-11-08,IND @ DEN,14,2,3,0,0,2,0,0,2,0.0,4,-6,L
Lindy Waters III,1630322,2025-11-08,SAS vs. NOP,10,3,1,2,0,0,0,1,2,0.5,0,20,W
Craig Porter Jr.,1641854,2025-11-08,CLE vs. CHI,4,0,0,1,0,0,0,0,0,,0,-11,W
Kevon Looney,1626172,2025-11-08,NOP @ SAS,17,5,6,0,0,0,1,1,3,0.333,4,-6,L
Jake LaRavia,1631222,2025-11-08,LAL @ ATL,23,13,5,2,2,1,2,1,7,0.571,5,-23,L
Oso Ighodaro,1642345,2025-11-08,PHX @ LAC,4,0,0,2,0,0,0,0,0,,0,1,W
Zeke Nnaji,1630192,2025-11-08,DEN vs. IND,3,0,1,0,0,0,1,0,1,0.0,0,-3,W
Jarace Walker,1641716,2025-11-08,IND @ DEN,22,8,5,2,0,0,1,1,7,0.429,2,7,L
Spencer Jones,1642461,2025-11-08,DEN vs. IND,20,6,1,2,0,1,0,1,4,0.5,2,14,W
Dru Smith,1630696,2025-11-08,MIA vs. POR,22,13,5,6,4,0,1,0,6,0.667,6,1,W
Tony Bradley,1628396,2025-11-08,IND @ DEN,16,6,5,3,0,0,1,0,4,0.75,0,-8,L
Dalton Knecht,1642261,2025-11-08,LAL @ ATL,25,14,4,1,0,0,1,2,11,0.455,2,4,L
Trey Murphy III,1630530,2025-11-08,NOP @ SAS,38,41,9,3,1,0,1,5,22,0.682,6,-14,L
Jalen Green,1630224,2025-11-08,PHX @ LAC,7,2,1,1,0,0,0,0,3,0.333,0,7,W
Jarrett Allen,1628386,2025-11-08,CLE vs. CHI,25,11,3,2,1,2,2,0,8,0.5,6,3,W
Sidy Cissoko,1631321,2025-11-08,POR @ MIA,17,3,2,0,0,0,0,0,4,0.25,1,2,L
Shaedon Sharpe,1631101,2025-11-08,POR @ MIA,28,21,9,1,1,0,6,1,19,0.474,3,15,L
Dyson Daniels,1630700,2025-11-08,ATL vs. LAL,36,10,8,13,1,0,2,0,8,0.625,0,16,W
Jaxson Hayes,1629637,2025-11-08,LAL @ ATL,17,4,3,0,0,1,0,0,4,0.5,0,-11,L
P.J. Washington,1629023,2025-11-08,DAL @ WAS,37,14,9,5,1,1,2,0,8,0.5,6,13,W
Adem Bona,1641737,2025-11-08,PHI vs. TOR,6,0,2,0,0,1,0,0,0,,0,-13,W
Maxi Kleber,1628467,2025-11-08,LAL @ ATL,14,1,2,1,0,2,0,0,1,0.0,2,3,L
Trendon Watford,1630570,2025-11-08,PHI vs. TOR,37,20,17,10,0,1,1,1,10,0.8,5,12,W
Kel'el Ware,1642276,2025-11-08,MIA vs. POR,23,9,12,1,1,3,2,0,8,0.5,3,1,W
Kyshawn George,1642273,2025-11-08,WAS vs. DAL,29,10,2,3,1,0,2,2,9,0.333,2,-1,L
Davion Mitchell,1630558,2025-11-08,MIA vs. POR,26,11,2,8,5,0,1,1,7,0.571,2,4,W
Max Christie,1631108,2025-11-08,DAL @ WAS,31,12,7,2,3,0,0,1,14,0.286,3,10,W
Jay Huff,1630643,2025-11-08,IND @ DEN,15,4,6,1,0,4,1,0,5,0.2,2,1,L
Micah Peavy,1642877,2025-11-08,NOP @ SAS,18,0,5,0,0,0,0,0,4,0.0,0,-5,L
Duop Reath,1641871,2025-11-08,POR @ MIA,12,6,3,0,0,0,1,2,3,0.667,0,-14,L
Jalen Pickett,1629618,2025-11-08,DEN vs. IND,18,2,1,0,0,0,1,0,4,0.25,0,-13,W
Scottie Barnes,1630567,2025-11-08,TOR @ PHI,32,18,5,4,2,2,2,2,14,0.5,3,4,L
Jalen Smith,1630188,2025-11-08,CHI @ CLE,19,18,11,4,0,1,1,4,6,1.0,2,17,L
Keaton Wallace,1630811,2025-11-08,ATL vs. LAL,36,14,2,7,1,0,1,4,15,0.333,0,20,W
Andrew Nembhard,1629614,2025-11-08,IND @ DEN,33,22,0,6,0,0,3,2,20,0.35,6,-16,L
Keldon Johnson,1629640,2025-11-08,SAS vs. NOP,20,12,8,4,2,0,0,0,7,0.571,4,-2,W
Kris Murray,1631200,2025-11-08,POR @ MIA,22,6,3,1,0,0,0,0,8,0.375,0,-23,L
Ja'Kobe Walter,1642266,2025-11-08,TOR @ PHI,11,3,0,0,0,0,0,1,6,0.167,0,-16,L
Quentin Grimes,1629656,2025-11-08,PHI vs. TOR,28,13,2,2,0,0,3,3,8,0.5,2,2,W
Tre Jones,1630200,2025-11-08,CHI @ CLE,30,17,6,4,1,0,2,0,9,0.333,12,-26,L
Cooper Flagg,1642843,2025-11-08,DAL @ WAS,34,12,7,6,2,0,4,0,15,0.4,0,-2,W
Kelly Oubre Jr.,1626162,2025-11-08,PHI vs. TOR,37,19,4,1,0,2,2,1,15,0.533,3,5,W
Tre Johnson,1642848,2025-11-08,WAS vs. DAL,26,9,9,0,1,0,3,1,13,0.308,0,1,L
Matas Buzelis,1641824,2025-11-08,CHI @ CLE,18,4,4,0,0,0,3,0,6,0.167,2,-4,L
Collin Murray-Boyles,1642867,2025-11-08,TOR @ PHI,22,12,7,1,1,2,1,1,6,0.667,6,2,L
Ivica Zubac,1627826,2025-11-08,LAC vs. PHX,35,21,15,4,0,0,3,0,12,0.833,2,-10,L
Marvin Bagley III,1628963,2025-11-08,WAS vs. DAL,17,10,5,1,0,1,2,0,7,0.571,2,-7,L
Mark Williams,1631109,2025-11-08,PHX @ LAC,29,19,6,0,2,0,2,0,9,0.778,5,18,W
Kris Dunn,1627739,2025-11-08,LAC vs. PHX,33,6,2,3,2,0,2,0,5,0.6,2,-7,L
Derrick White,1628401,2025-11-07,BOS @ ORL,37,16,2,10,3,1,1,1,16,0.438,1,-9,L
Terance Mann,1629611,2025-11-07,BKN vs. DET,22,3,0,3,0,0,1,1,3,0.333,0,-12,L
Brandon Ingram,1627742,2025-11-07,TOR @ ATL,35,20,6,4,1,1,2,2,19,0.368,4,17,W
Wendell Carter Jr.,1628976,2025-11-07,ORL vs. BOS,31,18,5,1,2,0,3,2,10,0.5,7,10,W
Rudy Gobert,203497,2025-11-07,MIN vs. UTA,29,8,9,2,1,3,2,0,6,0.667,0,24,W
Walter Clayton Jr.,1642383,2025-11-07,UTA @ MIN,12,4,3,2,0,1,1,0,2,0.5,2,-12,L
AJ Johnson,1642358,2025-11-07,WAS vs. CLE,9,4,0,2,0,0,1,0,4,0.25,2,-5,L
Desmond Bane,1630217,2025-11-07,ORL vs. BOS,36,22,6,7,1,2,1,2,15,0.533,5,25,W
Peyton Watson,1631212,2025-11-07,DEN vs. GSW,24,10,3,1,2,1,0,1,6,0.5,4,13,W
Vít Krejčí,1630249,2025-11-07,ATL vs. TOR,18,0,4,2,0,0,1,0,3,0.0,0,-16,L
Victor Wembanyama,1641705,2025-11-07,SAS vs. HOU,37,22,8,4,1,2,4,0,16,0.5,6,5,W
Ajay Mitchell,1642349,2025-11-07,OKC @ SAC,31,18,5,10,3,1,2,2,12,0.417,6,26,W
Taylor Hendricks,1641707,2025-11-07,UTA @ MIN,17,4,2,1,2,1,0,0,6,0.333,0,3,L
Ronald Holland II,1641842,2025-11-07,DET @ BKN,25,5,5,1,0,0,3,1,6,0.333,0,27,W
Steven Adams,203500,2025-11-07,HOU @ SAS,20,3,8,1,1,0,0,0,4,0.25,1,-7,L
Will Riley,1642860,2025-11-07,WAS vs. CLE,10,0,2,1,0,0,0,0,3,0.0,0,-8,L
Collin Murray-Boyles,1642867,2025-11-07,TOR @ ATL,18,3,4,1,0,2,2,1,4,0.25,0,5,W
Svi Mykhailiuk,1629004,2025-11-07,UTA @ MIN,18,6,2,2,0,0,1,2,4,0.5,0,-27,L
Donovan Mitchell,1628378,2025-11-07,CLE @ WAS,26,24,5,5,4,1,2,4,20,0.4,4,22,W
Brice Sensabaugh,1641729,2025-11-07,UTA @ MIN,23,5,0,3,0,0,0,1,12,0.167,0,-4,L
Cole Anthony,1630175,2025-11-07,MIL vs. CHI,22,11,2,5,1,0,1,1,14,0.357,0,3,W
Caleb Martin,1628997,2025-11-07,DAL @ MEM,17,0,3,0,0,1,0,0,1,0.0,0,-8,L
RJ Barrett,1629628,2025-11-07,TOR @ ATL,33,19,5,4,0,0,1,2,15,0.467,3,5,W
Quinten Post,1642366,2025-11-07,GSW @ DEN,20,14,3,1,0,0,0,2,6,1.0,0,-6,L
Thomas Bryant,1628418,2025-11-07,CLE @ WAS,6,4,2,0,2,0,0,0,3,0.667,1,5,W
Cooper Flagg,1642843,2025-11-07,DAL @ MEM,27,12,6,2,1,1,2,1,10,0.5,2,-23,L
Cam Spencer,1642285,2025-11-07,MEM vs. DAL,19,12,2,2,2,0,1,2,9,0.556,0,-2,W
Vince Williams Jr.,1631246,2025-11-07,MEM vs. DAL,16,0,3,1,0,0,0,0,3,0.0,0,-14,W
Craig Porter Jr.,1641854,2025-11-07,CLE @ WAS,16,2,5,2,0,0,1,0,4,0.25,0,13,W
Corey Kispert,1630557,2025-11-07,WAS vs. CLE,20,16,3,4,1,0,1,2,8,0.625,4,-4,L
Tari Eason,1631106,2025-11-07,HOU @ SAS,25,11,2,2,2,0,4,3,6,0.667,0,-5,L
Alex Caruso,1627936,2025-11-07,OKC @ SAC,22,3,2,5,1,0,0,0,3,0.333,2,16,W
Chaz Lanier,1642404,2025-11-07,DET @ BKN,3,0,1,0,0,0,0,0,2,0.0,0,-3,W
Russell Westbrook,201566,2025-11-07,SAC vs. OKC,35,24,7,9,0,0,7,5,17,0.529,2,-18,L
Tim Hardaway Jr.,203501,2025-11-07,DEN vs. GSW,19,7,3,2,0,0,0,1,5,0.4,2,-1,W
Sam Hauser,1630573,2025-11-07,BOS @ ORL,21,3,3,3,1,0,0,1,6,0.167,0,-15,L
Tyrese Martin,1631213,2025-11-07,BKN vs. DET,19,2,1,3,1,0,2,0,7,0.143,0,-13,L
Sam Merrill,1630241,2025-11-07,CLE @ WAS,18,14,2,2,1,0,0,4,6,0.833,0,10,W
Tre Johnson,1642848,2025-11-07,WAS vs. CLE,29,19,3,1,0,0,2,3,11,0.636,3,-18,L
Tre Jones,1630200,2025-11-07,CHI @ MIL,29,17,5,4,1,0,0,0,10,0.6,6,-10,L
Darius Garland,1629636,2025-11-07,CLE @ WAS,28,20,2,9,1,0,2,4,16,0.438,2,24,W
De'Andre Hunter,1629631,2025-11-07,CLE @ WAS,21,8,5,2,1,0,2,0,9,0.222,4,16,W
Shai Gilgeous-Alexander,1628983,2025-11-07,OKC @ SAC,29,30,1,3,2,1,1,2,20,0.6,4,10,W
Reed Sheppard,1642263,2025-11-07,HOU @ SAS,26,16,0,6,1,0,1,4,10,0.6,0,8,L
Tre Mann,1630544,2025-11-07,CHA @ MIA,35,20,9,7,1,0,4,2,24,0.292,4,0,L
AJ Green,1631260,2025-11-07,MIL vs. CHI,35,6,4,5,0,1,1,2,8,0.25,0,17,W
Precious Achiuwa,1630173,2025-11-07,SAC vs. OKC,17,4,4,0,1,0,0,0,5,0.2,3,2,L
Cason Wallace,1641717,2025-11-07,OKC @ SAC,27,15,2,2,1,0,0,3,8,0.75,0,17,W
Will Richard,1642954,2025-11-07,GSW @ DEN,19,12,3,2,0,0,0,1,10,0.5,1,-10,L
Sandro Mamukelashvili,1630572,2025-11-07,TOR @ ATL,21,12,6,1,1,0,0,1,9,0.556,2,7,W
Tristan da Silva,1641783,2025-11-07,ORL vs. BOS,18,11,2,0,0,0,0,3,8,0.5,0,8,W
Davion Mitchell,1630558,2025-11-07,MIA vs. CHA,32,9,5,5,3,0,1,1,7,0.571,0,-3,W
Chet Holmgren,1631096,2025-11-07,OKC @ SAC,21,10,7,1,0,1,2,0,9,0.444,2,19,W
Santi Aldama,1630583,2025-11-07,MEM vs. DAL,28,16,2,2,0,0,2,3,12,0.417,4,-7,W
Cade Cunningham,1630595,2025-11-07,DET @ BKN,33,34,1,10,1,0,4,2,18,0.722,6,13,W
Cedric Coward,1642907,2025-11-07,MEM vs. DAL,28,21,9,4,0,0,0,3,10,0.7,4,-3,W
Day'Ron Sharpe,1630549,2025-11-07,BKN vs. DET,17,7,4,3,0,0,3,1,3,0.667,4,-8,L
Scottie Barnes,1630567,2025-11-07,TOR @ ATL,35,14,10,4,1,2,0,0,16,0.313,4,-1,W
Tristan Vukcevic,1641774,2025-11-07,WAS vs. CLE,6,4,0,0,0,1,2,1,1,1.0,2,-5,L
Devin Carter,1642269,2025-11-07,SAC vs. OKC,5,2,1,1,1,0,0,0,3,0.0,2,-4,L
Caris LeVert,1627747,2025-11-07,DET @ BKN,20,10,3,4,1,0,1,1,6,0.5,4,8,W
Chris Youngblood,1642959,2025-11-07,OKC @ SAC,8,0,0,0,0,0,0,0,2,0.0,0,-5,W
