PLAYER_NAME,PLAYER_ID,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,FGA,FG_PCT,FTA,PLUS_MINUS,WL
Kevin Durant,201142,2026-01-22,HOU @ PHI,44,36,7,3,0,1,8,5,21,0.619,6,-15,L
Kelly Oubre Jr.,1626162,2026-01-22,PHI vs. HOU,41,26,4,3,0,1,1,4,14,0.714,3,9,W
Jrue Holiday,201950,2026-01-22,POR vs. MIA,19,15,2,7,0,0,0,3,13,0.462,0,14,W
Julian Champagnie,1630577,2026-01-22,SAS @ UTA,34,17,3,3,1,1,1,5,10,0.6,0,25,W
Julius Randle,203944,2026-01-22,MIN vs. CHI,31,30,7,6,0,0,5,3,17,0.588,7,-8,L
Justin Champagnie,1630551,2026-01-22,WAS vs. DEN,18,3,2,3,1,0,0,1,2,0.5,0,2,L
Tim Hardaway Jr.,203501,2026-01-22,DEN @ WAS,20,2,3,0,1,0,2,0,8,0.125,0,-8,W
Jusuf Nurkić,203994,2026-01-22,UTA vs. SAS,35,17,11,14,1,1,1,1,19,0.368,3,-21,L
Tidjane Salaün,1642275,2026-01-22,CHA @ ORL,18,13,5,0,0,0,0,3,7,0.714,0,-1,W
Kasparas Jakučionis,1642857,2026-01-22,MIA @ POR,11,3,0,3,0,0,0,1,2,0.5,0,-18,L
Kawhi Leonard,202695,2026-01-22,LAC vs. LAL,26,24,5,4,1,0,2,3,19,0.474,3,1,W
Keldon Johnson,1629640,2026-01-22,SAS @ UTA,31,21,1,5,1,1,0,1,19,0.474,2,9,W
Kelly Olynyk,203482,2026-01-22,SAS @ UTA,8,2,1,0,1,0,2,0,4,0.25,0,-7,W
Antonio Reeves,1641810,2026-01-22,CHA @ ORL,3,0,0,0,0,0,0,0,0,,0,-2,W
Jamal Cain,1631288,2026-01-22,ORL vs. CHA,4,0,0,0,0,0,0,0,1,0.0,0,0,L
Ace Bailey,1642846,2026-01-22,UTA vs. SAS,32,25,6,2,0,0,2,2,16,0.688,1,-21,L
Anthony Gill,1630264,2026-01-22,WAS vs. DEN,12,2,4,0,0,1,0,0,1,1.0,0,1,L
Kevin Huerter,1628989,2026-01-22,CHI @ MIN,8,3,0,2,1,0,0,1,4,0.25,0,5,W
Kevin Love,201567,2026-01-22,UTA vs. SAS,13,5,4,1,0,1,1,1,3,0.667,0,4,L
Keyonte George,1641718,2026-01-22,UTA vs. SAS,35,23,4,5,2,1,1,4,15,0.467,5,-2,L
Khris Middleton,203114,2026-01-22,WAS vs. DEN,28,9,2,0,1,0,1,1,11,0.273,2,-18,L
Klay Thompson,202691,2026-01-22,DAL vs. GSW,23,6,4,0,1,0,3,2,6,0.333,0,-12,W
Anthony Edwards,1630162,2026-01-22,MIN vs. CHI,35,20,6,3,0,1,1,1,25,0.36,1,1,L
Kobe Sanders,1642920,2026-01-22,LAC vs. LAL,24,11,4,1,1,0,2,3,6,0.667,0,3,W
Tari Eason,1631106,2026-01-22,HOU @ PHI,28,13,9,2,4,0,1,3,12,0.417,1,-18,L
Kon Knueppel,1642851,2026-01-22,CHA @ ORL,28,13,10,4,1,0,2,1,11,0.364,4,16,W
Josh Okogie,1629006,2026-01-22,HOU @ PHI,22,8,2,2,1,1,1,2,4,0.75,0,6,L
Josh Green,1630182,2026-01-22,CHA @ ORL,16,6,0,0,1,1,0,2,4,0.5,0,12,W
Josh Giddey,1630581,2026-01-22,CHI @ MIN,26,21,6,5,2,0,2,0,13,0.538,9,2,W
Jordan Miller,1641757,2026-01-22,LAC vs. LAL,25,14,3,1,1,0,3,1,5,0.6,8,-8,W
Tristan da Silva,1641783,2026-01-22,ORL vs. CHA,19,3,3,1,1,0,2,1,5,0.2,0,-19,L
James Harden,201935,2026-01-22,LAC vs. LAL,38,18,7,10,2,0,7,2,21,0.286,4,13,W
Jamir Watkins,1642364,2026-01-22,WAS vs. DEN,18,3,5,1,1,1,1,0,2,0.5,2,2,L
Jarred Vanderbilt,1629020,2026-01-22,LAL @ LAC,22,7,1,2,4,1,0,1,5,0.6,0,16,L
Jase Richardson,1642859,2026-01-22,ORL vs. CHA,23,2,2,0,0,0,1,0,5,0.2,0,-15,L
Trendon Watford,1630570,2026-01-22,PHI vs. HOU,11,4,3,3,0,1,0,0,3,0.667,0,-6,W
Jaxson Hayes,1629637,2026-01-22,LAL @ LAC,17,6,2,0,0,1,1,0,4,0.75,0,-4,L
Jaylen Clark,1641740,2026-01-22,MIN vs. CHI,12,2,1,1,0,0,0,0,3,0.333,0,-7,L
Jerami Grant,203924,2026-01-22,POR vs. MIA,23,12,0,0,2,1,3,1,11,0.364,3,-2,W
Jeremiah Robinson-Earl,1630526,2026-01-22,DAL vs. GSW,3,0,0,0,0,0,0,0,1,0.0,0,-2,W
Jeremy Sochan,1631110,2026-01-22,SAS @ UTA,4,0,0,0,0,0,0,0,0,,0,3,W
Tre Jones,1630200,2026-01-22,CHI @ MIN,27,12,3,7,1,0,2,1,7,0.714,2,9,W
Jett Howard,1641724,2026-01-22,ORL vs. CHA,18,10,1,1,0,0,0,2,6,0.5,2,-6,L
Joan Beringer,1642866,2026-01-22,MIN vs. CHI,3,0,1,0,0,0,0,0,1,0.0,0,-5,L
Bam Adebayo,1628389,2026-01-22,MIA @ POR,37,32,10,2,3,1,3,1,24,0.542,5,-6,L
Tre Johnson,1642848,2026-01-22,WAS vs. DEN,34,19,3,3,0,1,2,3,14,0.5,2,-11,L
Joel Embiid,203954,2026-01-22,PHI vs. HOU,46,32,15,10,1,1,5,1,19,0.526,12,21,W
John Collins,1628381,2026-01-22,LAC vs. LAL,33,13,5,1,0,0,1,1,7,0.714,2,18,W
Jonas Valančiūnas,202685,2026-01-22,DEN @ WAS,22,16,9,2,0,0,0,0,13,0.462,4,-3,W
Jonathan Isaac,1628371,2026-01-22,ORL vs. CHA,4,0,1,2,0,1,0,0,0,,0,0,L
Toumani Camara,1641739,2026-01-22,POR vs. MIA,35,16,8,6,1,0,2,3,9,0.667,2,26,W
Ayo Dosunmu,1630245,2026-01-22,CHI @ MIN,22,8,4,3,0,1,0,2,9,0.222,3,0,W
Jordan McLaughlin,1629162,2026-01-22,SAS @ UTA,9,0,3,2,1,0,0,0,2,0.0,0,8,W
Kris Dunn,1627739,2026-01-22,LAC vs. LAL,30,4,2,3,1,0,0,0,4,0.5,0,12,W
Kyle Filipowski,1642271,2026-01-22,UTA vs. SAS,19,5,5,0,0,0,2,1,4,0.5,0,-8,L
Kyshawn George,1642273,2026-01-22,WAS vs. DEN,34,20,12,7,1,0,3,2,17,0.353,6,-4,L
Shaedon Sharpe,1631101,2026-01-22,POR vs. MIA,34,27,7,3,4,0,6,5,21,0.524,0,18,W
Nikola Jović,1631107,2026-01-22,MIA @ POR,17,5,5,3,0,0,1,1,8,0.25,2,-7,L
Nikola Vučević,202696,2026-01-22,CHI @ MIN,31,10,8,3,0,0,1,2,10,0.3,2,-6,W
Noah Penda,1642869,2026-01-22,ORL vs. CHA,19,13,2,4,2,1,1,2,6,0.833,2,-2,L
Norman Powell,1626181,2026-01-22,MIA @ POR,28,18,0,1,1,1,1,0,15,0.467,5,-18,L
Amen Thompson,1641708,2026-01-22,HOU @ PHI,42,17,6,9,3,0,1,0,11,0.636,5,3,L
P.J. Washington,1629023,2026-01-22,DAL vs. GSW,22,10,6,3,2,3,1,2,9,0.444,0,-13,W
Paolo Banchero,1631094,2026-01-22,ORL vs. CHA,30,23,7,5,1,0,4,2,12,0.5,12,-25,L
Alperen Sengun,1630578,2026-01-22,HOU @ PHI,38,13,8,7,3,2,2,1,14,0.357,7,-18,L
Pat Connaughton,1626192,2026-01-22,CHA @ ORL,4,0,0,1,0,0,0,0,1,0.0,0,0,W
Patrick Williams,1630172,2026-01-22,CHI @ MIN,16,5,3,0,0,0,1,1,3,0.667,0,9,W
Paul George,202331,2026-01-22,PHI vs. HOU,37,10,6,4,3,1,1,2,9,0.444,0,-1,W
Pelle Larsson,1641796,2026-01-22,MIA @ POR,29,6,3,6,0,0,1,0,5,0.6,0,-6,L
Peyton Watson,1631212,2026-01-22,DEN @ WAS,40,35,8,3,2,4,1,6,16,0.625,10,13,W
Alex Sarr,1642259,2026-01-22,WAS vs. DEN,36,15,8,4,1,1,0,0,13,0.385,6,-9,L
Quentin Grimes,1629656,2026-01-22,PHI vs. HOU,19,3,1,3,1,0,1,0,2,0.5,1,-11,W
Quinten Post,1642366,2026-01-22,GSW @ DAL,6,2,0,0,0,0,0,0,3,0.333,0,-4,L
Rayan Rupert,1641712,2026-01-22,POR vs. MIA,13,0,1,0,2,0,0,0,1,0.0,0,-8,W
Ryan Nembhard,1642948,2026-01-22,DAL vs. GSW,12,5,2,3,1,0,1,1,6,0.333,0,10,W
Reed Sheppard,1642263,2026-01-22,HOU @ PHI,23,14,1,4,2,0,2,4,14,0.357,1,6,L
Robert Williams III,1629057,2026-01-22,POR vs. MIA,19,4,10,0,1,3,0,0,3,0.667,0,3,W
Ryan Kalkbrenner,1641750,2026-01-22,CHA @ ORL,27,10,9,0,0,1,2,0,3,1.0,6,11,W
Al Horford,201143,2026-01-22,GSW @ DAL,26,3,8,3,1,1,2,1,4,0.25,0,2,L
Rudy Gobert,203497,2026-01-22,MIN vs. CHI,34,10,11,2,1,2,1,0,5,0.6,5,-1,L
Nicolas Batum,201587,2026-01-22,LAC vs. LAL,17,0,2,1,1,0,1,0,3,0.0,0,-5,W
Naz Reid,1629675,2026-01-22,MIN vs. CHI,29,20,6,5,2,3,3,4,12,0.667,0,4,L
LaMelo Ball,1630163,2026-01-22,CHA @ ORL,28,16,6,7,0,1,2,4,12,0.5,0,9,W
Naji Marshall,1630230,2026-01-22,DAL vs. GSW,34,30,7,9,0,0,4,2,12,0.833,8,17,W
Svi Mykhailiuk,1629004,2026-01-22,UTA vs. SAS,19,9,1,1,0,0,0,1,5,0.8,0,0,L
LeBron James,2544,2026-01-22,LAL @ LAC,36,23,5,6,2,0,4,1,19,0.474,5,-7,L
Anthony Black,1641710,2026-01-22,ORL vs. CHA,28,4,2,2,0,1,1,1,11,0.091,2,-23,L
Luka Dončić,1629029,2026-01-22,LAL @ LAC,39,32,11,8,3,0,1,3,27,0.407,10,-17,L
Stephon Castle,1642264,2026-01-22,SAS @ UTA,38,16,6,8,2,0,1,1,12,0.333,10,18,W
Marcus Smart,203935,2026-01-22,LAL @ LAC,30,10,0,4,2,0,1,1,10,0.4,1,-1,L
Stephen Curry,201939,2026-01-22,GSW @ DAL,34,38,4,1,0,0,2,8,27,0.519,2,-24,L
Matas Buzelis,1641824,2026-01-22,CHI @ MIN,28,12,6,3,1,0,0,2,8,0.375,4,1,W
Max Christie,1631108,2026-01-22,DAL vs. GSW,36,21,4,2,1,0,2,5,16,0.438,2,28,W
Adem Bona,1641737,2026-01-22,PHI vs. HOU,7,1,3,1,0,0,1,0,0,,2,-15,W
Andrew Wiggins,203952,2026-01-22,MIA @ POR,31,14,6,3,3,0,3,1,9,0.667,1,-28,L
Mike Conley,201144,2026-01-22,MIN vs. CHI,14,3,3,2,0,0,1,1,5,0.2,0,-8,L
Spencer Jones,1642461,2026-01-22,DEN @ WAS,28,2,5,0,0,1,0,0,2,0.5,0,0,W
Miles Bridges,1628970,2026-01-22,CHA @ ORL,30,10,8,2,1,0,2,1,12,0.333,2,28,W
Miles Kelly,1642939,2026-01-22,DAL vs. GSW,1,0,0,0,0,0,0,0,0,,0,-3,W
Sion James,1642883,2026-01-22,CHA @ ORL,20,7,3,3,0,0,0,1,3,0.333,4,18,W
Moritz Wagner,1629021,2026-01-22,ORL vs. CHA,15,14,1,1,2,0,2,2,7,0.714,2,-5,L
Simone Fontecchio,1631323,2026-01-22,MIA @ POR,25,17,4,3,1,0,1,3,11,0.636,0,-3,L
Moses Moody,1630541,2026-01-22,GSW @ DAL,23,12,3,3,2,1,0,3,7,0.571,1,-5,L
Moussa Cisse,1630619,2026-01-22,DAL vs. GSW,6,1,1,0,0,1,0,0,2,0.0,2,-7,W
Sidy Cissoko,1631321,2026-01-22,POR vs. MIA,18,6,3,0,0,0,1,1,4,0.5,2,4,W
Moussa Diabaté,1631217,2026-01-22,CHA @ ORL,16,10,4,1,0,1,1,0,4,1.0,3,12,W
Myron Gardner,1642066,2026-01-22,MIA @ POR,16,7,3,1,2,0,1,2,5,0.4,2,6,L
Jamal Murray,1627750,2026-01-22,DEN @ WAS,36,24,4,5,2,1,4,2,17,0.529,5,18,W
Jonathan Kuminga,1630228,2026-01-22,GSW @ DAL,9,10,1,2,2,0,0,0,3,1.0,4,18,L
Rui Hachimura,1629060,2026-01-22,LAL @ LAC,28,12,3,2,0,1,1,2,11,0.455,0,6,L
Dwight Powell,203939,2026-01-22,DAL vs. GSW,27,10,12,1,0,0,0,0,4,0.75,5,22,W
Brandin Podziemski,1641764,2026-01-22,GSW @ DAL,33,9,4,10,2,0,1,0,13,0.308,2,10,L
De'Aaron Fox,1628368,2026-01-22,SAS @ UTA,35,31,5,5,0,1,1,6,13,0.769,6,13,W
Brice Sensabaugh,1641729,2026-01-22,UTA vs. SAS,20,2,3,0,1,0,1,0,6,0.0,2,-12,L
Gabe Vincent,1629216,2026-01-22,LAL @ LAC,16,3,1,0,0,0,0,1,2,0.5,0,-8,L
Gary Payton II,1627780,2026-01-22,GSW @ DAL,17,4,3,0,0,1,1,0,6,0.333,0,-32,L
Cooper Flagg,1642843,2026-01-22,DAL vs. GSW,30,21,11,2,1,0,4,1,18,0.444,7,22,W
Aaron Gordon,203932,2026-01-22,DEN @ WAS,33,16,5,5,1,0,0,1,12,0.417,5,23,W
Goga Bitadze,1629048,2026-01-22,ORL vs. CHA,12,0,2,1,0,1,0,0,0,,0,-11,L
Victor Wembanyama,1641705,2026-01-22,SAS @ UTA,33,26,14,3,1,5,3,4,14,0.643,4,19,W
Cody Williams,1642262,2026-01-22,UTA vs. SAS,23,12,7,3,1,0,1,1,9,0.556,2,9,L
Bones Hyland,1630538,2026-01-22,MIN vs. CHI,12,3,2,1,1,1,0,1,6,0.167,0,-4,L
Gui Santos,1630611,2026-01-22,GSW @ DAL,17,5,4,0,0,1,0,1,5,0.4,0,-5,L
Zeke Nnaji,1630192,2026-01-22,DEN @ WAS,10,4,1,0,0,0,0,0,3,0.667,0,-2,W
VJ Edgecombe,1642845,2026-01-22,PHI vs. HOU,40,9,7,4,3,0,2,1,9,0.444,0,13,W
Harrison Barnes,203084,2026-01-22,SAS @ UTA,22,2,1,1,0,0,1,0,5,0.2,0,-5,W
Dylan Harper,1642844,2026-01-22,SAS @ UTA,13,4,3,2,1,2,1,0,3,0.333,2,-3,W
Walter Clayton Jr.,1642383,2026-01-22,UTA vs. SAS,24,4,0,1,0,0,1,0,5,0.4,0,-24,L
Coby White,1629632,2026-01-22,CHI @ MIN,30,22,4,4,0,0,4,3,16,0.375,9,6,W
Dru Smith,1630696,2026-01-22,MIA @ POR,20,4,4,2,2,2,2,0,8,0.125,2,2,L
Will Riley,1642860,2026-01-22,WAS vs. DEN,21,13,4,0,1,0,2,3,10,0.4,4,5,L
Brandon Miller,1641706,2026-01-22,CHA @ ORL,27,20,2,4,2,0,3,2,15,0.533,2,20,W
Desmond Bane,1630217,2026-01-22,ORL vs. CHA,32,21,5,4,0,0,1,3,13,0.615,2,-15,L
Deni Avdija,1630166,2026-01-22,POR vs. MIA,18,20,7,4,0,0,3,2,11,0.545,6,3,W
Dominick Barlow,1631230,2026-01-22,PHI vs. HOU,21,7,5,3,2,0,1,1,5,0.6,0,12,W
Deandre Ayton,1629028,2026-01-22,LAL @ LAC,21,4,5,0,0,1,1,0,5,0.4,0,-14,L
Donovan Clingan,1642270,2026-01-22,POR vs. MIA,27,7,8,2,0,1,1,1,4,0.75,0,12,W
Will Richard,1642954,2026-01-22,GSW @ DAL,13,0,0,2,3,0,0,0,1,0.0,0,-5,L
Donte DiVincenzo,1628978,2026-01-22,MIN vs. CHI,35,11,3,4,2,1,1,3,10,0.4,0,1,L
Dorian Finney-Smith,1627827,2026-01-22,HOU @ PHI,15,6,2,1,0,0,0,2,4,0.5,0,7,L
Wendell Carter Jr.,1628976,2026-01-22,ORL vs. CHA,20,4,3,3,1,0,0,0,6,0.333,0,-10,L
Brandon Williams,1630314,2026-01-22,DAL vs. GSW,27,19,5,4,0,0,4,0,10,0.7,6,2,W
De'Anthony Melton,1629001,2026-01-22,GSW @ DAL,23,22,3,2,2,1,1,1,15,0.6,6,22,L
Draymond Green,203110,2026-01-22,GSW @ DAL,23,4,4,5,2,1,3,0,5,0.2,2,-15,L
Drew Timme,1631166,2026-01-22,LAL @ LAC,10,0,1,1,0,0,0,0,0,,0,4,L
Tyus Jones,1626145,2026-01-22,ORL vs. CHA,16,3,2,1,0,0,0,1,7,0.143,0,-4,L
Collin Sexton,1629012,2026-01-22,CHA @ ORL,23,19,0,4,2,0,2,3,7,0.857,4,12,W
Jaden McDaniels,1630183,2026-01-22,MIN vs. CHI,36,16,5,5,0,1,2,2,9,0.667,2,2,L
Buddy Hield,1627741,2026-01-22,GSW @ DAL,15,6,1,1,1,1,0,1,7,0.286,1,-2,L
Caleb Martin,1628997,2026-01-22,DAL vs. GSW,20,0,2,1,0,2,2,0,2,0.0,0,-24,W
Caleb Love,1631126,2026-01-22,POR vs. MIA,34,20,4,4,0,0,2,4,19,0.421,0,15,W
Jabari Smith Jr.,1631095,2026-01-22,HOU @ PHI,38,13,4,5,0,0,1,1,15,0.333,2,-13,L
Jake LaRavia,1631222,2026-01-22,LAL @ LAC,22,7,5,1,3,4,1,2,5,0.4,2,-15,L
Ivica Zubac,1627826,2026-01-22,LAC vs. LAL,32,18,19,0,1,0,1,0,13,0.538,4,15,W
Jaime Jaquez Jr.,1631170,2026-01-22,MIA @ POR,26,4,5,3,0,0,2,0,7,0.143,2,-7,L
Brook Lopez,201572,2026-01-22,LAC vs. LAL,15,10,2,2,0,0,1,2,6,0.667,0,-9,W
Bruce Brown,1628971,2026-01-22,DEN @ WAS,18,6,6,2,2,0,1,0,8,0.375,0,-7,W
Tyrese Maxey,1630178,2026-01-22,PHI vs. HOU,43,36,2,10,3,0,3,2,28,0.536,4,8,W
Isaac Okoro,1630171,2026-01-22,CHI @ MIN,26,10,5,1,1,0,0,2,7,0.429,2,-6,W
Isaiah Collier,1642268,2026-01-22,UTA vs. SAS,20,7,3,4,0,0,6,1,8,0.375,0,-10,L
Clint Capela,203991,2026-01-22,HOU @ PHI,15,2,7,0,0,1,0,0,4,0.25,2,12,L
Bub Carrington,1642267,2026-01-22,WAS vs. DEN,38,13,2,2,3,2,5,3,14,0.286,2,-18,L
Carter Bryant,1642868,2026-01-22,SAS @ UTA,13,7,4,1,0,1,0,1,5,0.6,0,5,W
Jalen Pickett,1629618,2026-01-22,DEN @ WAS,33,2,5,5,1,0,3,0,4,0.0,2,16,W
Jalen Smith,1630188,2026-01-22,CHI @ MIN,27,17,4,0,1,0,1,3,9,0.667,2,5,W
De'Andre Hunter,1629631,2026-01-21,CLE @ CHA,13,4,4,1,1,0,4,1,6,0.167,2,-7,W
Andrew Nembhard,1629614,2026-01-21,IND @ BOS,33,9,4,9,0,0,3,0,11,0.273,4,-6,L
Quenton Jackson,1631245,2026-01-21,IND @ BOS,6,3,0,0,0,0,0,1,2,0.5,0,-5,L
Cam Spencer,1642285,2026-01-21,MEM vs. ATL,21,11,2,4,0,0,2,2,8,0.375,3,-7,L
Cam Thomas,1630560,2026-01-21,BKN @ NYK,16,5,1,2,0,0,0,1,6,0.167,2,-20,L
Brooks Barnhizer,1642964,2026-01-21,OKC @ MIL,13,0,3,0,2,0,0,0,0,,0,11,W
Mohamed Diawara,1642885,2026-01-21,NYK vs. BKN,8,7,3,1,0,0,0,1,4,0.5,2,8,W
Ousmane Dieng,1631172,2026-01-21,OKC @ MIL,2,0,1,0,0,0,0,0,1,0.0,0,2,W
Miles McBride,1630540,2026-01-21,NYK vs. BKN,19,14,6,4,1,0,0,3,10,0.5,2,34,W
Mitchell Robinson,1629011,2026-01-21,NYK vs. BKN,17,7,7,0,1,2,1,0,3,1.0,2,20,W
DeMar DeRozan,201942,2026-01-21,SAC vs. TOR,33,9,1,2,1,0,0,0,8,0.375,5,-23,L
Andre Jackson Jr.,1641748,2026-01-21,MIL vs. OKC,6,3,2,0,0,0,0,1,4,0.25,0,-10,L
Dean Wade,1629731,2026-01-21,CLE @ CHA,27,4,9,4,1,1,1,0,3,0.333,2,11,W
CJ McCollum,203468,2026-01-21,ATL @ MEM,26,15,0,6,2,1,1,3,14,0.429,0,5,W
Miles Bridges,1628970,2026-01-21,CHA vs. CLE,26,11,1,1,0,0,0,1,13,0.385,1,-29,L
Ron Harper Jr.,1631199,2026-01-21,BOS vs. IND,2,2,0,0,0,0,0,0,2,0.5,0,-4,W
Ronald Holland II,1641842,2026-01-21,DET @ NOP,18,6,2,2,2,0,0,1,4,0.5,2,-1,W
Dennis Schröder,203471,2026-01-21,SAC vs. TOR,20,16,1,3,0,0,1,1,13,0.385,6,9,L
Mikal Bridges,1628969,2026-01-21,NYK vs. BKN,25,11,4,4,1,1,0,1,9,0.556,0,18,W
Michael Porter Jr.,1629008,2026-01-21,BKN @ NYK,26,12,6,1,0,0,2,3,14,0.286,1,-26,L
Derik Queen,1642852,2026-01-21,NOP vs. DET,23,5,4,8,1,1,4,0,2,1.0,2,-8,L
Precious Achiuwa,1630173,2026-01-21,SAC vs. TOR,21,11,8,1,0,0,0,1,6,0.833,0,-9,L
Pete Nance,1631250,2026-01-21,MIL vs. OKC,30,11,4,1,1,0,2,3,7,0.571,0,3,L
Mouhamed Gueye,1631243,2026-01-21,ATL @ MEM,18,7,1,2,0,0,0,1,7,0.429,2,0,W
Collin Sexton,1629012,2026-01-21,CHA vs. CLE,15,11,2,0,1,0,0,1,12,0.417,0,3,L
Onyeka Okongwu,1630168,2026-01-21,ATL @ MEM,28,18,9,1,1,2,7,4,10,0.6,3,-3,W
Amari Williams,1642873,2026-01-21,BOS vs. IND,4,0,0,0,0,0,0,0,0,,0,-6,W
Ochai Agbaji,1630534,2026-01-21,TOR @ SAC,20,4,2,1,1,1,0,0,4,0.5,0,21,W
Pacôme Dadiet,1642359,2026-01-21,NYK vs. BKN,7,0,0,1,0,0,0,0,0,,0,6,W
OG Anunoby,1628384,2026-01-21,NYK vs. BKN,30,5,5,3,0,0,3,0,4,0.5,2,28,W
Pascal Siakam,1627783,2026-01-21,IND @ BOS,33,32,10,4,0,0,2,4,21,0.571,6,-1,L
Christian Koloko,1631132,2026-01-21,ATL @ MEM,11,5,1,0,1,1,1,1,3,0.667,0,7,W
Chris Youngblood,1642959,2026-01-21,OKC @ MIL,2,0,0,0,0,0,0,0,0,,0,2,W
Nolan Traore,1642849,2026-01-21,BKN @ NYK,19,0,1,3,0,0,3,0,3,0.0,0,-20,L
Cole Anthony,1630175,2026-01-21,MIL vs. OKC,24,17,3,3,0,0,5,3,9,0.778,0,-7,L
Noah Clowney,1641730,2026-01-21,BKN @ NYK,23,8,4,0,0,0,0,2,7,0.429,0,-19,L
Nique Clifford,1642363,2026-01-21,SAC vs. TOR,21,4,7,3,0,1,1,0,6,0.333,0,7,L
Micah Peavy,1642877,2026-01-21,NOP vs. DET,27,17,7,2,4,1,1,3,11,0.636,0,-1,L
Chet Holmgren,1631096,2026-01-21,OKC @ MIL,32,10,7,2,1,1,2,1,9,0.333,4,11,W
Cason Wallace,1641717,2026-01-21,OKC @ MIL,31,9,2,2,4,1,0,2,9,0.333,2,5,W
Amir Coffey,1629599,2026-01-21,MIL vs. OKC,2,0,0,0,0,0,0,0,0,,0,-5,L
Payton Pritchard,1630202,2026-01-21,BOS vs. IND,33,10,5,8,1,0,2,1,12,0.333,1,26,W
Corey Kispert,1630557,2026-01-21,ATL @ MEM,14,8,1,2,1,0,0,2,5,0.6,0,-11,W
Nickeil Alexander-Walker,1629638,2026-01-21,ATL @ MEM,33,11,2,4,1,2,2,2,11,0.273,3,1,W
Nic Claxton,1629651,2026-01-21,BKN @ NYK,23,4,4,1,1,2,0,0,5,0.2,4,-25,L
Neemias Queta,1629674,2026-01-21,BOS vs. IND,29,17,9,0,1,5,2,0,10,0.6,5,8,W
Craig Porter Jr.,1641854,2026-01-21,CLE @ CHA,18,7,1,2,0,2,2,2,5,0.4,2,-5,W
Cedric Coward,1642907,2026-01-21,MEM vs. ATL,26,17,7,0,2,1,3,3,15,0.467,0,11,L
Nae'Qwan Tomlin,1641772,2026-01-21,CLE @ CHA,21,6,9,2,0,0,0,0,7,0.429,0,0,W
Daniss Jenkins,1642450,2026-01-21,DET @ NOP,27,17,1,4,2,2,5,2,12,0.417,7,5,W
Moussa Diabaté,1631217,2026-01-21,CHA vs. CLE,29,4,5,0,1,3,2,0,1,1.0,6,1,L
Danny Wolf,1642874,2026-01-21,BKN @ NYK,12,3,2,0,0,0,0,1,4,0.25,0,-13,L
Day'Ron Sharpe,1630549,2026-01-21,BKN @ NYK,24,6,2,1,2,0,2,0,5,0.4,2,-36,L
Micah Potter,1630695,2026-01-21,IND @ BOS,17,9,2,1,0,1,0,0,5,0.2,8,2,L
Jalen Wilson,1630592,2026-01-21,BKN @ NYK,11,0,2,1,0,0,2,0,1,0.0,2,-14,L
Brandon Miller,1641706,2026-01-21,CHA vs. CLE,34,24,4,2,2,0,3,3,20,0.4,5,-19,L
Jericho Sims,1630579,2026-01-21,MIL vs. OKC,2,0,0,0,0,0,0,0,0,,0,-5,L
Isaiah Stewart,1630191,2026-01-21,DET @ NOP,24,8,6,3,0,2,2,1,7,0.429,1,-9,W
Isaiah Joe,1630198,2026-01-21,OKC @ MIL,25,5,1,1,0,0,1,1,8,0.25,0,14,W
Jock Landale,1629111,2026-01-21,MEM vs. ATL,28,13,11,3,0,0,0,1,13,0.385,4,-1,L
Isaiah Jackson,1630543,2026-01-21,IND @ BOS,9,0,2,1,0,0,2,0,1,0.0,0,-4,L
John Konchar,1629723,2026-01-21,MEM vs. ATL,21,2,4,0,2,1,1,0,1,1.0,0,-1,L
Johnny Furphy,1642277,2026-01-21,IND @ BOS,23,10,8,2,0,0,2,2,7,0.571,0,8,L
Immanuel Quickley,1630193,2026-01-21,TOR @ SAC,36,18,6,8,2,0,2,1,12,0.5,5,15,W
Russell Westbrook,201566,2026-01-21,SAC vs. TOR,35,23,3,3,3,0,4,2,22,0.409,3,-16,L
Jonathan Mogbo,1642367,2026-01-21,TOR @ SAC,23,3,9,0,0,1,1,0,5,0.2,2,2,W
Hugo González,1642864,2026-01-21,BOS vs. IND,11,5,2,0,0,0,1,1,3,0.667,0,-1,W
Jordan Clarkson,203903,2026-01-21,NYK vs. BKN,12,3,3,2,1,0,1,0,4,0.25,2,22,W
Jordan Poole,1629673,2026-01-21,NOP vs. DET,28,11,2,2,2,0,1,0,17,0.235,4,4,L
Jordan Walsh,1641775,2026-01-21,BOS vs. IND,17,3,5,0,1,1,0,1,3,0.333,0,0,W
Josh Green,1630182,2026-01-21,CHA vs. CLE,19,7,9,2,1,0,1,1,3,0.667,2,12,L
Josh Hart,1628404,2026-01-21,NYK vs. BKN,25,11,9,3,1,0,2,1,5,1.0,0,19,W
Ja Morant,1629630,2026-01-21,MEM vs. ATL,30,23,2,12,1,3,5,1,15,0.467,8,1,L
Bobby Portis,1626171,2026-01-21,MIL vs. OKC,37,15,6,9,1,0,1,2,14,0.429,1,0,L
Maxime Raynaud,1642875,2026-01-21,SAC vs. TOR,22,8,7,2,0,0,1,0,7,0.429,2,-13,L
Jeremiah Fears,1642847,2026-01-21,NOP vs. DET,20,12,5,0,2,0,1,0,8,0.5,4,-12,L
Jalen Johnson,1630552,2026-01-21,ATL @ MEM,39,32,15,8,1,0,4,2,21,0.476,11,0,W
